step,reward,acc,fmt,len,clipped,mem,step_time,lr,ppl_abs_diff,ess,is_weight,clipped_frac,r_std,zero_std,grad,tr_ppl,ro_ppl
352,0.4757,0.2812,0.9866,1263,0.004464,84.93,66.93,9.91e-06,0.05982,0.9855,0.9954,0.001972,0.3672,0,0.008157,2.364,2.223
353,0.4799,0.2812,0.9933,1035,0,84.93,57.51,9.91e-06,0.06173,0.9852,0.9948,0.002222,0.3916,0,0.006755,2.465,2.314
354,0.5091,0.3125,0.9933,1185,0.004464,84.93,52.05,9.91e-06,0.05749,0.983,0.9941,0.002912,0.3628,0,0.007155,2.416,2.262
355,0.5316,0.3348,0.9866,1203,0,84.93,31.69,9.91e-06,0.0419,0.9892,0.9964,0.001129,0.4028,0,0.007409,2.321,2.22
356,0.6009,0.4018,0.9955,830.8,0,84.93,39.2,9.9e-06,0.08195,0.9776,0.991,0.005104,0.4247,0,0.005437,2.868,2.557
357,0.6152,0.4152,1,753.1,0,84.93,36.78,9.9e-06,0.09147,0.9725,0.9879,0.007233,0.4297,0,0.005181,2.263,2.018
358,0.4929,0.2946,0.9955,1003,0.004464,84.93,48.52,9.9e-06,0.05418,0.982,0.9936,0.003193,0.4234,0,0.007019,2.348,2.205
359,0.7332,0.5357,0.9933,904.7,0,84.93,32.26,9.9e-06,0.09076,0.9694,0.9854,0.007539,0.3678,0,0.007415,2.606,2.329
360,0.5898,0.3929,0.9955,1237,0.004464,84.93,45.56,9.9e-06,0.05864,0.9781,0.9918,0.005172,0.4298,0,0.00734,2.305,2.136
361,0.5933,0.3973,0.9844,985.8,0.004464,84.93,47.02,9.9e-06,0.0576,0.9848,0.9948,0.003028,0.4117,0,0.006643,2.123,2.005
362,0.7696,0.5714,0.9911,650.4,0,84.93,67.17,9.9e-06,0.096,0.9745,0.9885,0.006225,0.4558,0,0.005779,2.306,2.066
363,0.6111,0.4152,0.9888,1165,0.004464,46.51,41.53,9.9e-06,0.05751,0.9844,0.9949,0.00293,0.4414,0,0.007295,2.112,1.992
364,0.4921,0.2946,0.9911,1078,0,49.68,63.24,9.9e-06,0.06821,0.9881,0.9959,0.001859,0.4321,0,0.009495,2.704,2.075
365,0.5247,0.3259,0.9955,1234,0,58.47,67.8,9.9e-06,0.04628,0.9878,0.996,0.00169,0.434,0,0.007766,2.094,2.005
366,0.4976,0.2991,0.9933,860,0,58.47,34.53,9.9e-06,0.06277,0.9861,0.9952,0.001837,0.3974,0,0.00645,2.056,1.934
367,0.5013,0.3036,0.9955,1201,0.004464,58.47,70.92,9.9e-06,0.05842,0.9845,0.9946,0.002392,0.4137,0,0.00806,2.234,2.101
368,0.6643,0.4688,0.9821,938,0.004464,84.81,41.52,9.9e-06,0.06707,0.9846,0.994,0.002515,0.4267,0,0.006606,1.863,1.727
369,0.6307,0.433,0.9911,904.4,0,84.81,30.96,9.9e-06,0.07575,0.9818,0.9931,0.003687,0.4391,0,0.006183,2.168,1.977
370,0.5049,0.308,0.9888,1097,0.004464,84.81,32.37,9.9e-06,0.04515,0.9855,0.9971,0.00218,0.422,0,0.006665,2.302,2.194
371,0.6187,0.4241,0.9866,1043,0.008929,84.81,63.19,9.9e-06,0.05572,0.9872,0.9955,0.001789,0.4407,0,0.007075,2.235,2.113
372,0.6721,0.4777,0.9799,1092,0.004464,84.81,52.85,9.9e-06,0.05532,0.9866,0.9959,0.002193,0.3971,0,0.007632,1.781,1.685
373,0.7058,0.5089,0.9844,721.3,0,84.81,21.49,9.9e-06,0.08368,0.9788,0.9901,0.004129,0.3809,0,0.007078,1.974,1.803
374,0.7073,0.5134,0.9732,1072,0,84.81,51.95,9.89e-06,0.05692,0.9873,0.9955,0.00173,0.4455,0,0.006338,2.199,1.978
375,0.5558,0.3571,0.9933,935.8,0,84.81,18.99,9.89e-06,0.05573,0.9832,0.9947,0.003441,0.4057,0,0.006964,2.062,1.932
376,0.5808,0.3839,0.9866,1044,0,84.81,52.52,9.89e-06,0.06373,0.9811,0.9936,0.00372,0.4289,0,0.00603,2.301,2.135
377,0.6632,0.4732,0.9688,1285,0.01339,84.81,52.5,9.89e-06,0.04583,0.9879,0.9961,0.001394,0.4131,0,0.009953,1.954,1.863
378,0.6282,0.4286,1,1129,0,84.81,49.18,9.89e-06,0.04685,0.9874,0.9964,0.001691,0.4259,0,0.007698,2.278,2.172
379,0.5321,0.3348,0.9911,1619,0.004464,84.81,68.05,9.89e-06,0.03647,0.9871,0.9967,0.00184,0.4166,0,0.0102,2.039,1.957
380,0.6585,0.4643,0.9777,1033,0.004464,84.81,31.46,9.89e-06,0.05696,0.9852,0.996,0.002226,0.3989,0,0.02432,2.235,2.107
381,0.6491,0.4554,0.9777,1299,0.008929,84.91,60,9.89e-06,0.05879,0.9838,0.9961,0.002297,0.4426,0,0.01727,2.608,2.442
382,0.7054,0.5089,0.9821,984.9,0,84.91,33.82,9.89e-06,0.04743,0.9875,0.9965,0.001416,0.4389,0,0.006442,2.136,2.034
383,0.7527,0.5536,0.9955,743.4,0,84.91,38.59,9.89e-06,0.09178,0.9818,0.9908,0.00318,0.4614,0,0.006779,2.189,1.988
384,0.7681,0.5714,0.9866,830.7,0,84.91,56.72,9.89e-06,0.05228,0.9885,0.996,0.001273,0.4459,0,0.007222,2.018,1.913
385,0.7207,0.5268,0.9911,1224,0.008929,84.91,81.55,9.89e-06,0.05389,0.9861,0.9954,0.001925,0.474,0,0.00921,2.166,2.043
386,0.7366,0.5402,0.9821,952.4,0,84.91,54.17,9.89e-06,0.04885,0.9886,0.9969,0.001185,0.462,0,0.006967,1.985,1.89
387,0.5221,0.3259,0.9933,1031,0,84.91,76.38,9.89e-06,0.06397,0.9849,0.994,0.002098,0.3954,0,0.007929,2.168,2.041
388,0.6187,0.4241,0.9866,866.8,0.008929,84.91,76.94,9.89e-06,0.0866,0.9795,0.992,0.003679,0.4407,0,0.007554,2.167,1.982
389,0.6124,0.4196,0.9754,1295,0.004464,84.91,69.71,9.89e-06,0.07875,0.9808,0.993,0.003598,0.4147,0,0.008134,2.084,1.924
390,0.6298,0.4375,0.9732,910.9,0.004464,84.91,58.43,9.89e-06,0.07314,0.9848,0.9933,0.00251,0.4151,0,0.007783,2.061,1.92
391,0.5118,0.317,0.9821,783.7,0.004464,84.91,67.98,9.88e-06,0.07459,0.9844,0.9941,0.002956,0.3644,0,0.00955,1.97,1.824
392,0.7652,0.567,0.9911,876.6,0,84.91,50.52,9.88e-06,0.06732,0.9801,0.992,0.003886,0.4346,0,0.00603,2.04,1.888
393,0.7964,0.5982,0.9911,798.8,0,84.91,48.17,9.88e-06,0.06177,0.9825,0.9941,0.003319,0.4239,0,0.005678,2.114,1.963
394,0.7749,0.5759,0.9955,882.2,0,84.91,79.2,9.88e-06,0.06441,0.9828,0.9943,0.002296,0.4733,0,0.007298,2.248,2.091
395,0.605,0.4062,0.9955,1010,0,84.91,64.88,9.88e-06,0.05762,0.9842,0.9956,0.002193,0.4118,0,0.006081,2.098,1.969
396,0.5032,0.3036,1,994.8,0,84.91,63.54,9.88e-06,0.06244,0.9855,0.9943,0.002335,0.4128,0,0.006444,1.811,1.693
397,0.533,0.3348,0.9955,1153,0.004464,84.91,62.12,9.88e-06,0.04397,0.9886,0.9965,0.001888,0.4407,0,0.007677,1.809,1.729
398,0.4391,0.2411,0.9911,1105,0,84.91,63.24,9.88e-06,0.05456,0.9858,0.9958,0.002392,0.3702,0,0.006251,1.803,1.704
399,0.4978,0.3036,0.9844,1173,0.01339,84.91,84.66,9.88e-06,0.05553,0.987,0.9957,0.001969,0.4139,0,0.01103,1.829,1.733
400,0.5521,0.3571,0.9866,1442,0.008929,84.91,57.1,9.88e-06,0.05589,0.9869,0.995,0.00169,0.4294,0,0.00742,2.063,1.938
401,0.5939,0.3973,0.9955,1634,0.004464,84.91,57.31,9.88e-06,0.04197,0.9888,0.9974,0.00154,0.4549,0,0.007902,1.953,1.867
402,0.5936,0.3973,0.9866,1080,0.004464,84.91,52.96,9.88e-06,0.06521,0.9866,0.9958,0.0017,0.4441,0,0.008326,1.852,1.727
403,0.4751,0.2768,0.9955,1264,0,84.91,56.04,9.88e-06,0.0581,0.9841,0.9947,0.002579,0.4208,0,0.007775,2.264,2.118
404,0.5736,0.3795,0.9844,1365,0.004464,84.91,40.04,9.88e-06,0.0561,0.9852,0.996,0.002459,0.4552,0,0.007953,2.001,1.883
405,0.5769,0.3795,0.9911,1398,0,84.91,64.34,9.88e-06,0.05856,0.9853,0.9961,0.002392,0.4274,0,0.008281,1.939,1.831
406,0.5746,0.3839,0.9777,1619,0.01786,84.91,61.11,9.88e-06,0.05865,0.9867,0.9961,0.001824,0.454,0,0.008851,2.053,1.929
407,0.5432,0.3482,0.9866,1377,0.004464,84.91,38.66,9.88e-06,0.05429,0.9855,0.9953,0.002042,0.4458,0,0.007004,1.952,1.84
408,0.6223,0.4286,0.9821,1249,0.01339,84.91,42,9.87e-06,0.05648,0.9818,0.9931,0.003135,0.4269,0,0.008793,2.034,1.901
409,0.5542,0.3571,0.9911,1289,0.004464,84.91,30.95,9.87e-06,0.06169,0.9819,0.9937,0.003186,0.4491,0,0.007997,2.251,2.102
410,0.5613,0.3616,1,959.8,0,84.91,25.54,9.87e-06,0.072,0.9795,0.9921,0.004259,0.4644,0,0.007773,2.586,2.396
411,0.6246,0.4286,0.9911,1006,0.004464,84.91,46.16,9.87e-06,0.09227,0.9719,0.9885,0.006846,0.4281,0,0.008163,2.396,2.138
412,0.6787,0.4821,0.9888,1162,0.004464,84.91,80.59,9.87e-06,0.1131,0.9765,0.9886,0.005096,0.4458,0,0.008556,2.063,1.807
413,0.4805,0.2857,0.9821,1535,0.004464,84.91,81.52,9.87e-06,0.06112,0.9848,0.9949,0.002149,0.3665,0,0.009877,2.057,1.922
414,0.4304,0.2321,0.9955,1450,0,84.91,58.78,9.87e-06,0.06598,0.9836,0.9935,0.001842,0.3701,0,0.006676,2.398,2.224
415,0.5562,0.3571,0.9955,1410,0,84.91,48.28,9.87e-06,0.05411,0.9838,0.9941,0.002568,0.4436,0,0.01431,2.2,2.071
416,0.5905,0.3929,0.9911,1447,0,84.91,52.17,9.87e-06,0.05091,0.9865,0.9954,0.001461,0.4293,0,0.007576,2.028,1.912
417,0.4955,0.2991,0.9911,1189,0.004464,84.91,69.89,9.87e-06,0.05749,0.9846,0.9961,0.002097,0.395,0,0.01016,2.237,2.107
418,0.6855,0.4911,0.9821,1118,0.008929,84.91,45.31,9.87e-06,0.06606,0.9838,0.9943,0.002562,0.4438,0,0.00742,1.959,1.836
419,0.7786,0.5804,0.9911,634.1,0,84.91,30.71,9.87e-06,0.1142,0.9726,0.9853,0.00596,0.3455,0,0.006939,2.213,1.941
420,0.5826,0.3839,0.9933,951.8,0,84.91,42.23,9.87e-06,0.07336,0.9786,0.991,0.00401,0.4368,0,0.008336,2.317,2.141
421,0.6108,0.4196,0.9688,1102,0.008929,84.91,63.43,9.87e-06,0.08725,0.9774,0.9905,0.004387,0.3869,0,0.006971,2.227,2.013
422,0.6661,0.4732,0.9643,705.4,0,84.91,34.79,9.87e-06,0.125,0.9625,0.9797,0.009648,0.3575,0,0.00846,2.584,2.219
423,0.6764,0.4777,0.9955,866,0,84.91,45,9.87e-06,0.089,0.974,0.9898,0.005766,0.4327,0,0.007102,2.326,2.096
424,0.7625,0.5625,1,566.1,0,84.91,40.82,9.86e-06,0.1171,0.9729,0.9863,0.005886,0.3723,0,0.006187,2.044,1.787
425,0.6982,0.5,0.9911,706.4,0,84.91,19.13,9.86e-06,0.09772,0.9727,0.9869,0.005679,0.4169,0,0.005954,2.45,2.194
426,0.596,0.3973,0.9933,898,0,84.91,36.6,9.86e-06,0.0727,0.9809,0.9926,0.003033,0.4412,0,0.007436,2.233,2.064
427,0.5679,0.3705,0.9866,1268,0,61.3,71.68,9.86e-06,0.05268,0.9869,0.9958,0.001918,0.4072,0,0.009006,1.95,1.855
428,0.6652,0.4687,0.9821,1144,0,61.3,22.17,9.86e-06,0.05523,0.9839,0.9955,0.002437,0.3887,0,0.008088,1.95,1.844
429,0.6749,0.4777,0.9933,1119,0,61.3,41.32,9.86e-06,0.05543,0.9834,0.9957,0.002956,0.4122,0,0.007901,1.894,1.793
430,0.6304,0.433,0.9911,1212,0.004464,61.3,62.79,9.86e-06,0.0616,0.9832,0.9933,0.002948,0.4504,0,0.007172,2.211,2.065
431,0.5281,0.3304,0.9911,1314,0,76.61,65.49,9.86e-06,0.05942,0.9844,0.9942,0.00188,0.4303,0,0.007761,2.213,2.092
432,0.5625,0.3661,0.9911,1360,0.004464,76.61,45.14,9.86e-06,0.05565,0.9848,0.9952,0.002603,0.403,0,0.009063,1.882,1.777
433,0.6848,0.4866,0.9911,1235,0,76.61,36.13,9.86e-06,0.06016,0.9846,0.9952,0.002663,0.4181,0,0.007814,1.707,1.602
434,0.7152,0.5179,0.9866,1008,0,76.61,38.69,9.86e-06,0.05245,0.9854,0.9968,0.002033,0.4245,0,0.008594,1.845,1.753
435,0.6304,0.433,0.9911,1442,0.004464,76.61,68.53,9.86e-06,0.04365,0.9878,0.9965,0.001236,0.4308,0,0.01015,1.842,1.765
436,0.6392,0.442,0.9933,1524,0.004464,76.61,74.86,9.86e-06,0.0411,0.9862,0.9969,0.001801,0.3843,0,0.01312,1.788,1.718
437,0.7973,0.5982,0.9955,1099,0,76.61,37.36,9.86e-06,0.04998,0.9856,0.9967,0.001862,0.4213,0,0.008349,1.78,1.694
438,0.6797,0.4821,0.9911,1115,0,76.61,37.05,9.86e-06,0.05298,0.9853,0.9964,0.002271,0.4019,0,0.007981,1.839,1.735
439,0.6074,0.4107,0.9933,1392,0.004464,76.61,60.84,9.86e-06,0.0505,0.9857,0.9966,0.001902,0.4457,0,0.009095,2.04,1.923
440,0.7165,0.5179,0.9955,1112,0,76.61,61.06,9.85e-06,0.05408,0.9858,0.9964,0.002023,0.4202,0,0.007375,1.765,1.672
441,0.9031,0.7054,0.9888,1010,0,76.61,55.26,9.85e-06,0.06227,0.9841,0.9932,0.001966,0.404,0,0.007955,1.967,1.84
442,0.8192,0.6205,0.9955,1292,0,76.61,61.38,9.85e-06,0.05154,0.9879,0.9972,0.001212,0.4131,0,0.01024,1.844,1.757
443,0.7438,0.5446,0.9955,1120,0,76.61,38.38,9.85e-06,0.05236,0.9879,0.9973,0.001203,0.359,0,0.007463,1.765,1.675
444,0.8497,0.6518,0.9955,985.7,0.004464,76.61,56.14,9.85e-06,0.05112,0.9877,0.9963,0.001649,0.426,0,0.009402,1.744,1.654
445,0.7148,0.5179,0.9933,1199,0.004464,76.61,47,9.85e-06,0.05389,0.985,0.9957,0.002513,0.4169,0,0.01273,1.742,1.646
446,0.6506,0.4509,1,1009,0,76.61,43.35,9.85e-06,0.05931,0.9828,0.9957,0.002662,0.4224,0,0.009183,2.009,1.89
447,0.6085,0.4107,0.9911,1302,0,76.61,60.68,9.85e-06,0.05087,0.986,0.9958,0.001772,0.3796,0,0.009042,1.917,1.822
448,0.7532,0.558,0.9821,1093,0.004464,76.61,74.82,9.85e-06,0.07919,0.9841,0.9963,0.002232,0.4343,0,0.008475,1.937,1.775
449,0.6993,0.5,1,1285,0,76.61,62.31,9.85e-06,0.07907,0.9749,0.9906,0.005209,0.4612,0,0.008858,2.166,1.96
450,0.6942,0.5,0.9754,876.8,0.004464,76.61,65.75,9.85e-06,0.06941,0.9828,0.995,0.002756,0.4089,0,0.007698,1.951,1.816
451,0.7266,0.5312,0.9777,1133,0,76.61,66.67,9.85e-06,0.05636,0.9855,0.9959,0.001828,0.4008,0,0.008696,1.948,1.838
452,0.7929,0.5982,0.9866,1352,0.004464,76.61,84.86,9.85e-06,0.0586,0.9815,0.9936,0.003033,0.3704,0,0.01024,1.986,1.852
453,0.6635,0.4688,0.9799,1317,0.004464,76.61,77.88,9.85e-06,0.04259,0.9881,0.9972,0.001111,0.36,0,0.008223,1.754,1.679
454,0.8624,0.6652,0.9866,1078,0,76.61,66.01,9.85e-06,0.0749,0.975,0.99,0.004886,0.4162,0,0.009878,2.152,1.963
455,0.5703,0.3705,1,1199,0,76.61,66.14,9.84e-06,0.05209,0.9866,0.9962,0.001612,0.3916,0,0.006446,1.691,1.6
456,0.5426,0.3438,0.9955,1561,0,76.61,68.57,9.84e-06,0.06129,0.9778,0.9907,0.004614,0.4229,0,0.009653,1.906,1.754
457,0.5205,0.3214,0.9955,1171,0,76.61,70.42,9.84e-06,0.04809,0.9856,0.9962,0.002018,0.3726,0,0.008259,1.81,1.725
458,0.4679,0.2679,1,1274,0,76.61,41.95,9.84e-06,0.04964,0.9869,0.9958,0.001952,0.3805,0,0.007592,1.562,1.49
459,0.7205,0.5223,0.9911,1053,0,76.61,67.59,9.84e-06,0.08336,0.9773,0.9889,0.004436,0.4269,0,0.008202,1.987,1.806
460,0.6442,0.4509,0.9911,1554,0.008929,76.61,67.79,9.84e-06,0.06486,0.983,0.993,0.002963,0.4401,0,0.01174,1.802,1.686
461,0.6469,0.4509,0.9888,1554,0.004464,76.61,51.15,9.84e-06,0.05951,0.9825,0.9955,0.002857,0.4513,0,0.01127,1.845,1.737
462,0.5634,0.3705,0.9911,1573,0.004464,76.61,67.19,9.84e-06,0.06506,0.9827,0.9953,0.002774,0.4518,0,0.009733,1.898,1.764
463,0.68,0.4866,0.9911,2122,0.004464,76.61,57.87,9.84e-06,0.04441,0.9872,0.9972,0.001432,0.451,0,0.01095,1.909,1.785
464,0.7422,0.5491,0.9866,1960,0.01339,76.61,34.06,9.84e-06,0.04986,0.9829,0.9948,0.002476,0.472,0,0.0105,1.927,1.833
465,0.6553,0.4554,1,1220,0,76.61,38.14,9.84e-06,0.079,0.9732,0.9908,0.006158,0.4421,0,0.01009,2.14,1.972
466,0.7757,0.5804,0.9866,1779,0,76.61,70.75,9.84e-06,0.04491,0.9867,0.997,0.001688,0.4358,0,0.01041,1.639,1.56
467,0.7254,0.5312,0.9911,1733,0.008929,76.61,75.47,9.84e-06,0.04864,0.9872,0.9968,0.002051,0.4182,0,0.009066,1.613,1.531
468,0.5091,0.3125,0.9888,1737,0.004464,76.61,76.1,9.84e-06,0.05142,0.9837,0.9967,0.002388,0.3976,0,0.01082,1.955,1.845
469,0.5661,0.3661,1,1388,0,76.61,45.62,9.83e-06,0.061,0.9803,0.9954,0.002714,0.3822,0,0.01095,2.128,1.981
470,0.5986,0.4018,0.9888,1901,0.004464,76.61,67.07,9.83e-06,0.0445,0.9836,0.9978,0.002155,0.4398,0,0.01261,2,1.902
471,0.4989,0.2991,1,1573,0,76.61,52.85,9.83e-06,0.0613,0.9812,0.9947,0.002784,0.3546,0,0.009272,2.096,1.957
472,0.4543,0.2545,1,1943,0,76.61,85.7,9.83e-06,0.05108,0.9852,0.9969,0.002137,0.394,0,0.009211,1.789,1.681
473,0.5693,0.375,0.9821,1883,0,76.61,58.95,9.83e-06,0.057,0.983,0.9967,0.002302,0.4029,0,0.01323,1.944,1.826
474,0.6712,0.4732,0.9911,1217,0,76.61,60.22,9.83e-06,0.08636,0.9744,0.993,0.005224,0.4098,0,0.01087,2.068,1.873
475,0.6703,0.4777,0.9777,1305,0.008929,76.61,81.44,9.83e-06,0.1208,0.9657,0.9831,0.007983,0.3033,0,0.01155,2.439,2.109
476,0.6759,0.4777,0.9911,1068,0,76.61,52.69,9.83e-06,0.1117,0.9692,0.9854,0.006789,0.3473,0,0.008575,2.166,1.902
477,0.7035,0.5045,0.9955,965.8,0,76.61,50.16,9.83e-06,0.1356,0.9656,0.9808,0.008231,0.3922,0,0.008251,2.056,1.763
478,0.7543,0.558,0.9866,1368,0.004464,84.89,78.36,9.83e-06,0.08541,0.9749,0.9883,0.005514,0.379,0,0.01292,2.036,1.827
479,0.674,0.4777,0.9821,1674,0,84.89,59.4,9.83e-06,0.0494,0.9874,0.9962,0.001396,0.4685,0,0.01073,1.676,1.587
480,0.5908,0.3929,0.9911,1463,0,84.89,57.89,9.83e-06,0.05983,0.9839,0.996,0.002342,0.4045,0,0.01101,1.856,1.738
481,0.6628,0.4643,0.9955,1722,0,84.89,80.84,9.83e-06,0.04677,0.9879,0.9969,0.001572,0.4397,0,0.0124,1.61,1.508
482,0.6023,0.4062,0.9866,1374,0,84.89,69.2,9.83e-06,0.07765,0.9723,0.9916,0.005644,0.3729,0,0.01214,2.264,2.071
483,0.5186,0.3214,0.9911,1717,0.004464,56.42,59.13,9.82e-06,0.06313,0.9803,0.9944,0.00333,0.427,0,0.01636,1.925,1.807
484,0.5959,0.3973,0.9955,1465,0,56.42,45.32,9.82e-06,0.06034,0.9803,0.995,0.003389,0.3997,0,0.01261,1.85,1.732
485,0.6543,0.4554,0.9955,1572,0,56.42,72.85,9.82e-06,0.07716,0.9761,0.9916,0.004414,0.4575,0,0.01343,1.871,1.721
486,0.7482,0.5491,0.9955,1502,0,56.42,68.47,9.82e-06,0.05062,0.9829,0.9965,0.002465,0.3953,0,0.009697,1.673,1.594
487,0.7317,0.5357,0.9799,1164,0,56.42,44.33,9.82e-06,0.06789,0.98,0.9933,0.003534,0.3931,0,0.00923,1.579,1.476
488,0.6888,0.4911,0.9911,1229,0,56.42,76.2,9.82e-06,0.08425,0.9696,0.9874,0.007062,0.4621,0,0.00958,1.931,1.733
489,0.7487,0.5491,1,1174,0,56.42,43.49,9.82e-06,0.06272,0.9824,0.995,0.003036,0.4415,0,0.0102,1.531,1.435
490,0.7884,0.5893,0.9955,1257,0,56.42,54.02,9.82e-06,0.05628,0.9841,0.9953,0.00223,0.4191,0,0.01106,1.504,1.42
491,0.9256,0.7277,0.9911,1110,0,56.42,61.59,9.82e-06,0.07148,0.9741,0.9907,0.005175,0.4359,0,0.008665,2.005,1.835
492,0.8384,0.6384,1,1297,0,56.42,70.96,9.82e-06,0.04951,0.9842,0.9962,0.001899,0.3682,0,0.01253,1.689,1.61
493,0.8592,0.6607,0.9955,1242,0,56.42,67.3,9.82e-06,0.05065,0.9839,0.9967,0.001951,0.3825,0,0.008663,1.709,1.622
494,0.887,0.6875,1,1084,0,56.42,58.59,9.82e-06,0.06365,0.9792,0.9935,0.003773,0.4001,0,0.008428,1.842,1.703
495,0.7313,0.5312,1,1073,0,56.42,52.54,9.82e-06,0.08152,0.9747,0.9911,0.005085,0.4158,0,0.01046,2.029,1.863
496,0.7218,0.5223,1,1113,0,76.75,75.7,9.82e-06,0.06426,0.981,0.9956,0.002885,0.4383,0,0.01068,1.748,1.634
497,0.7461,0.5491,0.9866,907.9,0,76.75,47.06,9.81e-06,0.07917,0.9823,0.9936,0.002715,0.3732,0,0.008456,1.741,1.595
498,0.7571,0.558,0.9955,804.8,0,76.75,55.69,9.81e-06,0.08417,0.9793,0.9942,0.003607,0.4009,0,0.007667,1.808,1.664
499,0.7479,0.5491,0.9955,1396,0,76.75,66.67,9.81e-06,0.06726,0.9762,0.9922,0.004715,0.3612,0,0.01073,1.889,1.749
500,0.7562,0.558,0.9911,1057,0,76.75,67.25,9.81e-06,0.06943,0.9782,0.9926,0.004134,0.3885,0,0.009595,1.773,1.636
501,0.6542,0.4554,0.9955,925,0,76.75,75.8,9.81e-06,0.07539,0.9826,0.9955,0.00242,0.3961,0,0.007476,1.596,1.484
502,0.8384,0.6384,1,1379,0,76.75,65.46,9.81e-06,0.0596,0.9826,0.9962,0.001999,0.3951,0,0.01034,1.85,1.742
503,0.4625,0.2634,0.9955,1201,0,76.75,52.68,9.81e-06,0.05716,0.9827,0.9949,0.002848,0.3674,0,0.008773,1.761,1.649
504,0.5461,0.3482,0.9911,1325,0,76.75,66.99,9.81e-06,0.06158,0.9829,0.9957,0.003418,0.399,0,0.008908,1.586,1.487
505,0.5343,0.3348,1,1194,0,76.75,61.27,9.81e-06,0.05719,0.9849,0.9959,0.002578,0.4203,0,0.01046,1.474,1.392
506,0.5875,0.3884,0.9978,1226,0,76.75,68.11,9.81e-06,0.06073,0.9856,0.9951,0.002231,0.4592,0,0.008191,1.545,1.454
507,0.669,0.4732,0.9866,1732,0.004464,76.75,72.44,9.81e-06,0.05202,0.9847,0.9959,0.002615,0.4494,0,0.00974,1.623,1.534
508,0.6909,0.4955,0.9888,1582,0,76.75,38.37,9.81e-06,0.0576,0.9846,0.9953,0.001747,0.4765,0,0.01017,1.675,1.575
509,0.7402,0.5402,1,1563,0,76.75,53.45,9.81e-06,0.04325,0.9858,0.9972,0.001726,0.43,0,0.01316,1.645,1.579
510,0.7323,0.5357,0.9955,1584,0,76.75,60.75,9.8e-06,0.05763,0.9859,0.9965,0.002181,0.4405,0,0.00909,1.573,1.479
511,0.6499,0.4509,1,1757,0,76.75,54.03,9.8e-06,0.05968,0.9848,0.9945,0.002031,0.4238,0,0.01175,1.714,1.606
512,0.6087,0.4152,0.9866,1940,0.004464,76.75,63.78,9.8e-06,0.053,0.9844,0.996,0.002312,0.4612,0,0.01012,1.746,1.643
513,0.7152,0.5179,0.9866,857.7,0,76.75,29.15,9.8e-06,0.09416,0.9751,0.9901,0.00548,0.3047,0,0.008969,1.93,1.736
514,0.5812,0.3839,0.9911,1737,0,76.75,59.95,9.8e-06,0.06392,0.9832,0.995,0.002233,0.3873,0,0.009339,1.892,1.753
515,0.667,0.4688,0.9911,1404,0,76.75,55.52,9.8e-06,0.09287,0.9708,0.987,0.006689,0.4366,0,0.009012,2.151,1.915
516,0.5499,0.3527,0.9911,1730,0.004464,76.75,59.23,9.8e-06,0.06286,0.9806,0.9934,0.002923,0.4091,0,0.01301,1.95,1.806
517,0.6621,0.4643,0.9911,1811,0,76.75,50.98,9.8e-06,0.0615,0.9803,0.9944,0.003385,0.4193,0,0.01191,1.931,1.797
518,0.6518,0.4554,0.9866,1940,0,76.75,71.68,9.8e-06,0.04676,0.9831,0.996,0.002372,0.4427,0,0.01412,1.857,1.768
519,0.5008,0.3036,0.9911,1810,0,76.75,78.23,9.8e-06,0.06217,0.9809,0.9933,0.002995,0.4228,0,0.01185,1.872,1.74
520,0.65,0.4598,0.9509,699,0,76.75,54.91,9.8e-06,0.1714,0.9638,0.9739,0.008058,0.3445,0,0.007627,2.176,1.801
521,0.6518,0.4554,0.9821,804.6,0,76.75,60.15,9.8e-06,0.1571,0.9611,0.9766,0.009295,0.3107,0,0.008811,2.337,1.964
522,0.6938,0.4955,0.9911,935.5,0,76.75,54.01,9.8e-06,0.1542,0.962,0.9771,0.009791,0.3532,0,0.01229,2.287,1.901
523,0.6839,0.4911,0.9643,971.3,0,76.75,52.01,9.79e-06,0.147,0.9629,0.9782,0.00923,0.4163,0,0.009124,2.285,1.959
524,0.7204,0.5268,0.971,1641,0,76.75,68.4,9.79e-06,0.04643,0.9877,0.9972,0.001322,0.4389,0,0.0118,1.866,1.755
525,0.7446,0.5491,0.9821,1459,0.004464,76.75,57.02,9.79e-06,0.05909,0.9843,0.9943,0.002501,0.4361,0,0.009262,1.824,1.698
526,0.731,0.5357,0.9777,2177,0,76.75,71.75,9.79e-06,0.04014,0.9882,0.9975,0.00143,0.4661,0,0.01296,1.756,1.664
527,0.7134,0.5134,1,1392,0,76.75,54.11,9.79e-06,0.0672,0.9825,0.9936,0.003318,0.4055,0,0.01077,1.739,1.612
528,0.5982,0.4018,0.9821,1230,0,76.75,49.75,9.79e-06,0.0995,0.9682,0.9844,0.007672,0.3483,0,0.01104,1.977,1.768
529,0.5959,0.4018,0.9732,1242,0,76.75,71.4,9.79e-06,0.08412,0.9749,0.9893,0.005076,0.3401,0,0.01147,1.942,1.771
530,0.5036,0.308,0.9821,1579,0.004464,76.75,68.1,9.79e-06,0.07025,0.9762,0.9903,0.004321,0.3337,0,0.01264,2,1.844
531,0.5835,0.3839,1,1668,0,76.75,66.6,9.79e-06,0.06662,0.975,0.9897,0.005036,0.3241,0,0.01242,1.988,1.843
