step,reward,acc,fmt,len,clipped,mem,step_time,lr,ppl_abs_diff,ess,is_weight,clipped_frac,r_std,zero_std,grad,tr_ppl,ro_ppl
175,0.4908,0.308,0.9554,1329,0.03571,85.06,61.82,9.98e-06,0.05267,0.9899,0.997,0.001182,0.4044,0,0.005135,1.736,1.636
176,0.4857,0.2902,0.9866,738.3,0.008929,85.06,29.2,9.98e-06,0.0951,0.9813,0.9896,0.003793,0.4297,0,0.006123,1.81,1.646
177,0.5079,0.3214,0.971,1259,0.02679,85.07,82.95,9.98e-06,0.06081,0.9877,0.9965,0.002112,0.4239,0,0.00891,1.78,1.662
178,0.5411,0.3438,0.9911,1197,0.004464,44.31,35.11,9.98e-06,0.05149,0.9878,0.9955,0.002134,0.4205,0,0.00914,1.671,1.59
179,0.6175,0.4241,0.9866,1315,0.008929,44.31,60.95,9.98e-06,0.07916,0.9829,0.9941,0.003342,0.4499,0,0.007508,1.8,1.648
180,0.4941,0.308,0.9688,1430,0.02679,49.94,60.92,9.98e-06,0.06107,0.9871,0.9951,0.002147,0.3957,0,0.006584,1.721,1.618
181,0.4555,0.2723,0.9598,1454,0.03571,49.94,67.41,9.98e-06,0.05378,0.9882,0.9957,0.001755,0.3803,0,0.006126,1.718,1.63
182,0.5414,0.3571,0.9598,1458,0.02679,84.92,59.97,9.97e-06,0.06785,0.9858,0.9944,0.00246,0.441,0,0.00782,1.849,1.721
183,0.6714,0.4777,0.9821,1045,0.01339,84.92,63.33,9.97e-06,0.088,0.9791,0.9911,0.004116,0.4801,0,0.006616,2.08,1.873
184,0.6218,0.4241,0.9933,1057,0,84.92,60.18,9.97e-06,0.06034,0.9866,0.9951,0.002447,0.4569,0,0.006059,1.711,1.615
185,0.535,0.3393,0.9888,1206,0.004464,84.92,56.95,9.97e-06,0.07607,0.9814,0.9903,0.003885,0.4125,0,0.007492,1.878,1.725
186,0.5516,0.3571,0.9866,1198,0.008929,84.92,67.95,9.97e-06,0.04788,0.989,0.996,0.001734,0.3852,0,0.009715,1.563,1.491
187,0.5205,0.3214,0.9955,840.6,0,84.92,44.43,9.97e-06,0.07128,0.9819,0.9912,0.003623,0.4255,0,0.005558,1.946,1.799
188,0.589,0.3929,0.9911,1037,0,84.92,43.34,9.97e-06,0.05364,0.9876,0.9962,0.00181,0.4176,0,0.00537,1.705,1.609
189,0.6519,0.4554,0.9888,1047,0.004464,84.92,40.06,9.97e-06,0.05831,0.9868,0.9952,0.001769,0.4402,0,0.005389,1.811,1.668
190,0.6695,0.4821,0.9732,1317,0.02679,84.92,65.73,9.97e-06,0.04306,0.9889,0.9961,0.001879,0.4414,0,0.006533,1.624,1.55
191,0.6487,0.4554,0.9799,942.9,0.01339,84.92,51.61,9.97e-06,0.06589,0.9832,0.9937,0.002875,0.4254,0,0.007471,1.922,1.783
192,0.5173,0.3214,0.9933,996.6,0.004464,84.92,60.45,9.97e-06,0.06525,0.988,0.9953,0.00185,0.3718,0,0.007782,1.642,1.528
193,0.6678,0.4688,1,901.1,0,84.92,30.5,9.97e-06,0.07649,0.9774,0.9897,0.005073,0.3769,0,0.006163,1.882,1.715
194,0.7429,0.5446,0.9955,912.8,0,84.92,57.41,9.97e-06,0.07357,0.9779,0.9914,0.004909,0.4629,0,0.005483,1.942,1.777
195,0.6348,0.442,0.9821,964.6,0.01786,84.92,67.4,9.97e-06,0.06046,0.9875,0.9958,0.001953,0.4232,0,0.00693,1.605,1.509
196,0.6152,0.4152,1,787.4,0,84.92,44.62,9.97e-06,0.07163,0.9843,0.994,0.002812,0.3914,0,0.005082,1.771,1.643
197,0.7027,0.5045,0.9955,767.9,0.004464,84.92,44.48,9.97e-06,0.05689,0.989,0.9956,0.001319,0.4217,0,0.00672,1.719,1.623
198,0.4589,0.2679,0.9732,911.9,0.01339,84.92,47.91,9.97e-06,0.08624,0.9784,0.991,0.004731,0.4068,0,0.007323,2.106,1.909
199,0.5661,0.375,0.9777,983,0.02232,84.92,58.14,9.97e-06,0.08211,0.979,0.9909,0.004513,0.4525,0,0.006098,2.059,1.868
200,0.6525,0.4554,0.9911,721,0.004464,84.92,50.03,9.97e-06,0.06586,0.9892,0.9952,0.00149,0.4445,0,0.005363,1.678,1.567
201,0.6351,0.442,0.9821,921.1,0.01339,84.92,48.94,9.97e-06,0.06695,0.9834,0.9928,0.003101,0.4309,0,0.005124,1.801,1.67
202,0.6,0.4018,0.9955,707.5,0.004464,84.92,44.98,9.97e-06,0.1001,0.9724,0.9871,0.006921,0.4427,0,0.004659,2.013,1.792
203,0.7291,0.5312,0.9955,765.1,0,84.92,37.84,9.97e-06,0.05855,0.9887,0.9953,0.00172,0.3455,0,0.004766,1.625,1.532
204,0.6778,0.4821,0.9821,919.5,0,84.92,34.05,9.97e-06,0.05937,0.9883,0.9955,0.001583,0.422,0,0.006232,1.663,1.568
205,0.683,0.4866,0.9911,778.1,0.008929,84.92,51.05,9.97e-06,0.06637,0.9881,0.9959,0.001793,0.4539,0,0.00533,1.693,1.582
206,0.6195,0.4241,0.9866,835.4,0.008929,84.92,62.23,9.97e-06,0.07315,0.9812,0.9923,0.00364,0.4886,0,0.005588,1.95,1.805
207,0.5357,0.3393,0.9911,652.2,0.008929,84.92,81.84,9.97e-06,0.07571,0.9875,0.9945,0.001968,0.4125,0,0.006129,1.676,1.553
208,0.4737,0.2768,0.9955,746.3,0.004464,84.92,81.5,9.97e-06,0.09239,0.9832,0.993,0.003047,0.4165,0,0.005922,1.85,1.682
209,0.6424,0.4464,0.9911,686.6,0.008929,84.92,56.41,9.97e-06,0.09378,0.986,0.9928,0.002218,0.446,0,0.004387,1.875,1.705
210,0.5465,0.3482,0.9955,959.1,0,84.92,73.68,9.97e-06,0.07622,0.9865,0.9939,0.002265,0.3916,0,0.006727,1.715,1.59
211,0.6681,0.4688,1,757.5,0,84.92,39.11,9.97e-06,0.07147,0.9824,0.992,0.003073,0.4365,0,0.00524,1.917,1.765
212,0.6239,0.4286,0.9888,1004,0.008929,84.92,74.02,9.97e-06,0.05272,0.9897,0.996,0.001307,0.4244,0,0.004588,1.567,1.483
213,0.6241,0.4241,1,750.5,0,84.92,47.79,9.97e-06,0.06918,0.9802,0.9931,0.00416,0.4352,0,0.00564,1.759,1.627
214,0.5956,0.3973,0.9955,827,0,84.92,83.66,9.97e-06,0.06634,0.9837,0.9934,0.003321,0.4041,0,0.004287,1.712,1.586
215,0.7196,0.5223,0.9933,814.5,0.004464,84.92,54.35,9.97e-06,0.08721,0.9825,0.9932,0.003348,0.3991,0,0.004962,2.299,1.753
216,0.5909,0.3929,0.9955,809.4,0,84.92,89.65,9.96e-06,0.1113,0.972,0.9847,0.007647,0.385,0,0.004975,1.917,1.678
217,0.5324,0.3348,0.9888,1079,0,84.92,54.37,9.96e-06,0.05803,0.9852,0.9949,0.003082,0.3876,0,0.006611,1.635,1.542
218,0.4205,0.2232,0.9911,1092,0.004464,84.92,72.85,9.96e-06,0.04751,0.9882,0.9957,0.002102,0.4035,0,0.006148,1.583,1.507
219,0.4421,0.2455,0.9911,1013,0.004464,84.92,81.21,9.96e-06,0.08072,0.9826,0.993,0.004012,0.4,0,0.00535,1.681,1.538
220,0.5276,0.3393,0.9732,1317,0.02679,84.92,58.2,9.96e-06,0.06381,0.9879,0.9966,0.001874,0.4155,0,0.006307,1.853,1.724
221,0.6563,0.4598,0.9955,901.6,0.004464,84.92,46.19,9.96e-06,0.1094,0.9791,0.9917,0.004443,0.446,0,0.005277,2.019,1.799
222,0.45,0.2589,0.9754,1447,0.01339,84.92,77.68,9.96e-06,0.05202,0.9901,0.9979,0.00162,0.4203,0,0.007937,1.635,1.535
223,0.5764,0.3839,0.9821,1234,0.01786,84.92,73.13,9.96e-06,0.04999,0.9904,0.9966,0.0009717,0.4353,0,0.005522,1.664,1.573
224,0.4274,0.2321,0.9911,1251,0.008929,84.92,32.99,9.96e-06,0.06261,0.9828,0.9926,0.003233,0.4041,0,0.007442,1.834,1.703
225,0.6432,0.4464,0.9933,827.3,0.004464,84.92,46.11,9.96e-06,0.09283,0.9754,0.99,0.005874,0.4371,0,0.006868,1.888,1.704
226,0.4139,0.2366,0.9464,1446,0.04464,84.92,61.18,9.96e-06,0.05995,0.9848,0.9943,0.002908,0.401,0,0.007356,1.923,1.795
227,0.491,0.2991,0.9799,1178,0.01786,84.92,59.88,9.96e-06,0.06274,0.9839,0.9939,0.002772,0.4534,0,0.006236,1.948,1.815
228,0.4712,0.2768,0.9866,1004,0.01339,84.92,63.37,9.96e-06,0.0915,0.9776,0.9895,0.004922,0.4313,0,0.005357,2.029,1.822
229,0.6251,0.433,0.9821,992.9,0.01786,84.92,55.24,9.96e-06,0.06284,0.9806,0.9922,0.003733,0.4067,0,0.005793,1.69,1.582
230,0.4156,0.2188,0.9933,951.4,0.004464,84.92,69.13,9.96e-06,0.06793,0.9847,0.9944,0.002577,0.3719,0,0.006266,1.954,1.812
231,0.4832,0.2902,0.9821,1169,0.01339,84.92,65.33,9.96e-06,0.06331,0.9867,0.9962,0.002228,0.362,0,0.006622,1.885,1.757
232,0.6125,0.4152,0.9911,645.3,0.004464,84.92,21.56,9.96e-06,0.08499,0.976,0.9914,0.005768,0.4316,0,0.005448,2.025,1.836
233,0.5,0.308,0.9821,929.3,0.01786,84.92,63.36,9.96e-06,0.09235,0.9766,0.9903,0.004661,0.4139,0,0.005115,2.045,1.844
234,0.4673,0.2723,0.9866,993.1,0.008929,84.92,60.9,9.96e-06,0.05445,0.9875,0.9949,0.001887,0.3742,0,0.007444,1.724,1.631
235,0.5384,0.3393,1,1115,0,84.92,49.39,9.96e-06,0.06231,0.9853,0.9957,0.002539,0.3975,0,0.005325,1.834,1.714
236,0.5055,0.317,0.9732,1428,0.02679,70.64,66.15,9.96e-06,0.05383,0.9835,0.993,0.003013,0.4149,0,0.007776,1.735,1.632
237,0.5872,0.3884,1,904.8,0,70.64,53.43,9.96e-06,0.0584,0.9885,0.9956,0.001556,0.4051,0,0.005909,1.84,1.735
238,0.5192,0.3259,0.9844,1295,0.01339,70.64,69.47,9.96e-06,0.04291,0.9894,0.9971,0.001516,0.4032,0,0.01168,1.659,1.592
239,0.5113,0.3125,0.9955,968.3,0,70.64,32.3,9.96e-06,0.08334,0.986,0.9946,0.002739,0.3754,0,0.007418,1.851,1.622
240,0.6025,0.4107,0.9777,1088,0.01339,70.64,75.65,9.96e-06,0.07162,0.9859,0.9942,0.002356,0.4376,0,0.005284,1.674,1.554
241,0.641,0.442,1,943.4,0,70.64,46.11,9.96e-06,0.05927,0.9871,0.995,0.001913,0.4113,0,0.005503,1.622,1.528
242,0.5387,0.3393,1,747.8,0,70.64,33.67,9.96e-06,0.0722,0.9851,0.9941,0.002371,0.4549,0,0.005754,1.769,1.641
243,0.526,0.3304,0.9911,995.8,0.008929,70.64,44.29,9.96e-06,0.06477,0.9805,0.9922,0.00392,0.4541,0,0.006624,1.885,1.747
244,0.5572,0.3616,0.9844,875.4,0.004464,70.64,51.85,9.96e-06,0.07683,0.9806,0.9927,0.004038,0.4496,0,0.006565,1.897,1.737
245,0.5732,0.375,0.9955,863.9,0.004464,70.64,27.87,9.95e-06,0.07314,0.9788,0.9916,0.004365,0.4125,0,0.006331,1.878,1.725
246,0.6215,0.4286,0.9821,1042,0.008929,70.64,92.82,9.95e-06,0.06824,0.9837,0.9941,0.002847,0.4615,0,0.006888,1.784,1.653
247,0.7153,0.5179,0.9955,923,0.004464,70.64,52.5,9.95e-06,0.05628,0.9885,0.9959,0.001257,0.4284,0,0.007529,1.602,1.514
248,0.6446,0.4464,0.9955,848.7,0.004464,70.64,49.97,9.95e-06,0.06287,0.987,0.9938,0.002013,0.4115,0,0.006508,1.694,1.591
249,0.5203,0.3214,1,920.4,0,70.64,59.84,9.95e-06,0.08147,0.9769,0.9914,0.004711,0.3828,0,0.005728,2.092,1.905
250,0.679,0.4821,0.9911,795.7,0.004464,70.64,38.03,9.95e-06,0.05395,0.9907,0.9957,0.001142,0.3769,0,0.004122,1.575,1.487
251,0.8009,0.6027,0.9911,655.6,0,70.64,15.26,9.95e-06,0.07088,0.9877,0.9948,0.00176,0.4382,0,0.003852,1.742,1.612
252,0.7623,0.5625,1,608.4,0,70.64,44.16,9.95e-06,0.09352,0.9822,0.993,0.003195,0.3945,0,0.004565,1.903,1.719
253,0.6911,0.4911,1,689,0,70.64,33.9,9.95e-06,0.05746,0.9902,0.9962,0.001179,0.4454,0,0.004488,1.692,1.594
254,0.658,0.4598,0.9955,767.3,0.004464,70.64,48.69,9.95e-06,0.05409,0.9898,0.9965,0.00134,0.4299,0,0.00558,1.65,1.561
255,0.5199,0.3214,0.9955,851.7,0,70.64,36.73,9.95e-06,0.08358,0.9745,0.9896,0.006178,0.4187,0,0.005222,2.256,2.043
256,0.6533,0.4554,0.9911,956.5,0,70.64,29.56,9.95e-06,0.06769,0.9819,0.9924,0.003508,0.4337,0,0.007261,1.999,1.842
257,0.6872,0.4911,0.9888,932.6,0.004464,70.64,43.54,9.95e-06,0.06233,0.9872,0.9948,0.001895,0.3706,0,0.00533,1.717,1.611
258,0.749,0.5536,0.9866,821.3,0.008929,70.64,55.54,9.95e-06,0.0551,0.9895,0.9969,0.001481,0.4169,0,0.004785,1.663,1.571
259,0.6595,0.4643,0.9888,820.2,0.008929,70.64,49.87,9.95e-06,0.07253,0.98,0.9934,0.004335,0.3771,0,0.006285,2.066,1.906
260,0.6239,0.4286,0.9888,1125,0.008929,70.64,61.43,9.95e-06,0.06757,0.9825,0.9935,0.003404,0.4449,0,0.007425,2.032,1.881
261,0.6331,0.4375,0.9866,968.7,0.004464,70.64,71.93,9.95e-06,0.04892,0.9897,0.9965,0.001201,0.435,0,0.006181,1.718,1.634
262,0.5873,0.3929,0.9866,942.3,0.008929,70.64,76.18,9.95e-06,0.08315,0.9815,0.993,0.003758,0.4369,0,0.01313,1.905,1.744
263,0.5733,0.375,0.9955,598.9,0,70.64,62.01,9.95e-06,0.08463,0.9854,0.9944,0.002407,0.4345,0,0.005356,1.715,1.576
264,0.6013,0.4018,1,600.1,0,70.64,51.84,9.95e-06,0.09082,0.9823,0.9941,0.003647,0.4448,0,0.004718,1.8,1.643
265,0.5284,0.3348,0.9821,777.9,0.01339,70.64,77.06,9.95e-06,0.07659,0.9874,0.9948,0.002028,0.4454,0,0.005877,1.738,1.609
266,0.6955,0.5,0.9911,934.1,0.008929,70.64,75.24,9.95e-06,0.06131,0.9838,0.9933,0.002966,0.4333,0,0.00436,1.724,1.602
267,0.6108,0.4152,0.9888,1030,0.004464,70.64,39.77,9.95e-06,0.08589,0.9697,0.9853,0.008104,0.355,0,0.008992,2.164,1.932
268,0.6709,0.4777,0.9821,1042,0.01339,84.82,75.97,9.95e-06,0.07567,0.9782,0.9912,0.004928,0.3854,0,0.005295,1.975,1.802
269,0.7882,0.5893,0.9955,775.7,0,84.82,71.27,9.95e-06,0.0684,0.9814,0.993,0.00407,0.452,0,0.005853,1.787,1.651
270,0.6741,0.4777,0.9888,950.1,0.004464,84.82,66.43,9.95e-06,0.05978,0.9841,0.9941,0.002614,0.4294,0,0.005319,1.789,1.669
271,0.5479,0.3482,1,806.4,0,84.82,71.02,9.94e-06,0.05923,0.9887,0.9955,0.002065,0.396,0,0.005323,1.528,1.437
272,0.4563,0.2589,0.9911,781.4,0.004464,84.82,48.9,9.94e-06,0.07307,0.9848,0.9933,0.003039,0.3957,0,0.005195,1.661,1.541
273,0.4629,0.2634,0.9978,770.7,0,84.82,67.11,9.94e-06,0.07058,0.981,0.9926,0.004543,0.4074,0,0.005528,1.637,1.509
274,0.4795,0.2812,0.9911,812.1,0,84.82,42.87,9.94e-06,0.07835,0.9791,0.9886,0.005226,0.4293,0,0.004919,1.587,1.453
275,0.6109,0.4152,0.9911,1093,0.008929,84.82,55.18,9.94e-06,0.06502,0.9881,0.9957,0.001713,0.4632,0,0.005448,1.821,1.699
276,0.5293,0.3348,0.9866,1092,0.008929,84.82,56,9.94e-06,0.06306,0.9876,0.9953,0.001842,0.4233,0,0.006827,1.715,1.605
277,0.4873,0.2946,0.9888,1386,0.01339,84.89,73.37,9.94e-06,0.06111,0.9874,0.9955,0.002014,0.434,0,0.007584,1.766,1.644
278,0.5918,0.4018,0.9777,1094,0.02232,84.89,90.93,9.94e-06,0.0825,0.9803,0.9929,0.00373,0.458,0,0.006163,1.992,1.819
279,0.4676,0.2812,0.9643,1472,0.03125,84.89,52.62,9.94e-06,0.05761,0.9895,0.9961,0.001331,0.4343,0,0.00646,1.653,1.547
280,0.4755,0.2812,0.9866,1049,0.01339,84.89,62.74,9.94e-06,0.06242,0.9878,0.9953,0.001694,0.4253,0,0.006511,1.754,1.636
281,0.5715,0.375,0.9911,1005,0.004464,84.89,62.48,9.94e-06,0.06837,0.982,0.9944,0.003133,0.4164,0,0.007051,2.181,2.017
282,0.5274,0.3348,0.9844,1244,0.008929,84.89,80.88,9.94e-06,0.05487,0.9873,0.9956,0.002187,0.4017,0,0.005324,1.73,1.629
283,0.6054,0.4107,0.9866,863.4,0.008929,84.89,43.27,9.94e-06,0.06572,0.9874,0.9956,0.00213,0.3818,0,0.005113,1.705,1.588
284,0.5433,0.3527,0.9777,1351,0.01339,84.89,76.45,9.94e-06,0.07492,0.9851,0.995,0.002831,0.3892,0,0.007635,1.94,1.788
285,0.4543,0.2634,0.9777,1223,0.01786,84.89,58.45,9.94e-06,0.06385,0.9862,0.9946,0.00184,0.384,0,0.008236,1.983,1.847
286,0.6313,0.4375,0.9866,1213,0.008929,84.89,60.02,9.94e-06,0.05007,0.9893,0.9962,0.001401,0.4162,0,0.006758,1.68,1.599
287,0.6098,0.4107,0.9955,902.2,0,84.89,42,9.94e-06,0.0885,0.9796,0.9905,0.004994,0.3629,0,0.005967,1.895,1.714
288,0.7336,0.5402,0.9821,1069,0.01339,84.89,71.84,9.94e-06,0.06392,0.9864,0.9952,0.002402,0.4538,0,0.007344,1.789,1.675
289,0.6902,0.4911,0.9955,679.9,0,84.89,61.54,9.94e-06,0.1098,0.9763,0.9868,0.005332,0.4542,0,0.005188,1.828,1.603
290,0.7661,0.567,0.9955,577.5,0,84.89,24.73,9.94e-06,0.09244,0.9798,0.9904,0.00462,0.3893,0,0.003325,1.865,1.666
291,0.8902,0.692,0.9911,536.7,0,84.89,66.97,9.94e-06,0.108,0.9764,0.987,0.0058,0.3909,0,0.003999,1.871,1.655
292,0.7134,0.5134,1,562.7,0,84.89,30.42,9.94e-06,0.1086,0.9779,0.9873,0.004589,0.4127,0,0.004862,2.048,1.814
293,0.6123,0.4152,0.9933,1380,0.004464,84.89,87.3,9.94e-06,0.04192,0.9906,0.9979,0.001172,0.4039,0,0.007167,1.59,1.522
294,0.5555,0.3571,0.9955,1119,0,44.23,34.1,9.93e-06,0.04588,0.9891,0.9965,0.001212,0.4379,0,0.005554,2.185,2.094
295,0.6045,0.4062,0.9933,915.9,0,75.78,33.53,9.93e-06,0.05517,0.9868,0.9968,0.001708,0.4393,0,0.00511,2.359,2.234
296,0.7228,0.5268,0.9844,792.8,0.004464,84.9,32.97,9.93e-06,0.06908,0.9827,0.9945,0.002737,0.3974,0,0.005239,2.701,2.512
297,0.603,0.4063,0.9911,913.9,0.004464,84.9,52.97,9.93e-06,0.05651,0.9845,0.9947,0.002505,0.4219,0,0.005651,2.474,2.334
298,0.5451,0.3482,0.9933,1219,0.004464,84.9,66.96,9.93e-06,0.04256,0.989,0.9968,0.001398,0.436,0,0.006886,2.342,2.242
299,0.4628,0.2679,0.9844,1173,0.008929,84.9,32.48,9.93e-06,0.0479,0.9866,0.9952,0.001904,0.394,0,0.008204,2.378,2.272
300,0.5545,0.3571,0.9933,979,0.004464,84.9,67.08,9.93e-06,0.04902,0.9855,0.9954,0.00222,0.4661,0,0.006751,2.555,2.435
301,0.463,0.2723,0.9732,1379,0.008929,84.9,53.02,9.93e-06,0.05089,0.988,0.9954,0.002054,0.4024,0,0.007421,2.13,2.026
302,0.4959,0.3036,0.9754,1013,0.01339,84.9,45.83,9.93e-06,0.07198,0.9874,0.9943,0.00178,0.387,0,0.006158,2.338,2.162
303,0.4991,0.2991,1,1058,0,84.9,52.53,9.93e-06,0.04677,0.9873,0.9959,0.001758,0.4181,0,0.008048,2.315,2.218
304,0.456,0.2589,0.9911,885.5,0.004464,84.9,32.09,9.93e-06,0.05351,0.9835,0.9957,0.002876,0.3997,0,0.00543,2.584,2.441
305,0.6,0.4062,0.9821,1026,0.01339,84.9,33.63,9.93e-06,0.05563,0.9841,0.9961,0.003213,0.4332,0,0.007537,2.515,2.364
306,0.5801,0.3839,0.9821,1054,0,84.9,49.3,9.93e-06,0.0402,0.9884,0.9969,0.001393,0.4418,0,0.006455,2.147,2.059
307,0.6357,0.4375,0.9911,752.2,0,84.9,42.89,9.93e-06,0.06696,0.9868,0.9953,0.001775,0.3901,0,0.006562,2.107,1.966
308,0.5901,0.3973,0.9754,1119,0.008929,84.9,49.64,9.93e-06,0.05547,0.9839,0.9948,0.002721,0.3937,0,0.006942,2.334,2.202
309,0.6902,0.4911,0.9955,720.2,0,84.9,40.18,9.93e-06,0.0711,0.9836,0.9936,0.002651,0.4424,0,0.005022,2.573,2.401
310,0.654,0.4554,0.9933,819.3,0,84.9,22.38,9.93e-06,0.05307,0.9881,0.9952,0.001757,0.3881,0,0.004762,1.922,1.826
311,0.6192,0.4196,0.9978,718.7,0,84.9,32.62,9.93e-06,0.05295,0.9888,0.9962,0.00175,0.4065,0,0.005462,1.972,1.867
312,0.5643,0.3661,0.9911,927.8,0,84.9,52.97,9.93e-06,0.04974,0.9872,0.9955,0.001571,0.3727,0,0.006755,2.35,2.236
313,0.6285,0.433,0.9844,909.7,0.004464,84.9,32.29,9.93e-06,0.05476,0.9862,0.9938,0.002287,0.4497,0,0.006541,1.909,1.806
314,0.5581,0.3616,0.9888,874,0.004464,84.9,64.28,9.93e-06,0.05693,0.9823,0.9929,0.003351,0.423,0,0.00507,2.058,1.942
315,0.5697,0.3705,1,935.3,0,84.9,35.44,9.93e-06,0.05543,0.9866,0.9956,0.002009,0.4018,0,0.005758,2.154,2.051
316,0.6183,0.4196,0.9933,778.5,0,84.9,43.63,9.92e-06,0.06485,0.9867,0.9947,0.002083,0.4574,0,0.005257,2.264,2.12
317,0.6321,0.433,0.9955,714.2,0,84.9,36.94,9.92e-06,0.0619,0.9857,0.9944,0.002407,0.3952,0,0.01035,2.124,1.993
318,0.7772,0.5804,0.9888,774.1,0.004464,84.9,59.78,9.92e-06,0.07105,0.9776,0.9905,0.004942,0.4516,0,0.005294,2.409,2.21
319,0.5393,0.3438,0.9888,1064,0.008929,84.9,53.54,9.92e-06,0.03965,0.9902,0.9969,0.0008341,0.3919,0,0.005826,2.207,2.122
320,0.6826,0.4866,0.9888,941.3,0.008929,84.9,56.13,9.92e-06,0.04964,0.9901,0.9965,0.0009252,0.4375,0,0.006979,2.212,2.105
321,0.5409,0.3438,0.9911,967.1,0.004464,84.91,61.54,9.92e-06,0.07281,0.9769,0.9908,0.004966,0.4075,0,0.01106,2.818,2.594
322,0.6901,0.4911,0.9955,940.3,0,84.91,47.29,9.92e-06,0.04583,0.9902,0.9963,0.0009251,0.429,0,0.006215,2.118,2.022
323,0.4816,0.2857,0.9888,1100,0.004464,84.91,36.73,9.92e-06,0.0557,0.9874,0.9959,0.001684,0.3513,0,0.007231,2.379,2.241
324,0.5504,0.3527,0.9888,815.6,0,84.91,23.08,9.92e-06,0.078,0.9758,0.9921,0.005304,0.405,0,0.006799,2.994,2.761
325,0.6063,0.4062,1,593.3,0,84.91,47.38,9.92e-06,0.08913,0.9771,0.9918,0.004846,0.427,0,0.006983,2.451,2.225
326,0.6491,0.4509,0.9955,623.6,0.004464,84.91,50.8,9.92e-06,0.07563,0.9841,0.9941,0.00272,0.4411,0,0.006308,2.258,2.103
327,0.5843,0.3884,0.9844,658.7,0.004464,84.91,47.67,9.92e-06,0.0749,0.9835,0.9937,0.00281,0.4114,0,0.00567,2.291,2.122
328,0.6259,0.4286,0.9866,662.8,0,84.91,13.94,9.92e-06,0.07762,0.9836,0.9934,0.002842,0.4639,0,0.004357,2.461,2.285
329,0.6429,0.4464,0.9866,1051,0,84.91,58,9.92e-06,0.0396,0.9902,0.9976,0.001016,0.4247,0,0.007142,2.153,2.064
330,0.5437,0.3482,0.9821,645.9,0,84.91,37.32,9.92e-06,0.07153,0.985,0.9948,0.002105,0.3706,0,0.005776,2.673,2.492
331,0.6994,0.5045,0.9821,639.4,0.004464,84.91,62.62,9.92e-06,0.09,0.9816,0.9913,0.003293,0.3994,0,0.00542,2.355,2.164
332,0.6789,0.4821,0.9844,948.8,0,84.91,67.44,9.92e-06,0.06266,0.9782,0.9914,0.004773,0.4263,0,0.005409,2.353,2.173
333,0.6835,0.4866,0.9888,923.1,0.004464,84.91,51.99,9.92e-06,0.06361,0.9785,0.9927,0.004713,0.4137,0,0.005773,2.264,2.085
334,0.7464,0.5491,0.9911,960.9,0.004464,84.91,72.62,9.92e-06,0.06964,0.9783,0.9908,0.004727,0.4222,0,0.006486,2.472,2.268
335,0.6471,0.4554,0.9777,1363,0.01339,84.91,78.92,9.92e-06,0.05104,0.9846,0.9945,0.002666,0.3919,0,0.007459,2.275,2.139
336,0.583,0.3839,0.9955,890.1,0,84.91,35.54,9.91e-06,0.05826,0.9829,0.9927,0.003173,0.3598,0,0.005992,2.236,2.092
337,0.4715,0.2768,0.9866,1132,0.008929,84.91,67.23,9.91e-06,0.05307,0.9889,0.9966,0.001303,0.3757,0,0.005823,2.168,2.055
338,0.4839,0.2857,0.9955,963.4,0.004464,84.91,57.45,9.91e-06,0.0606,0.979,0.9928,0.004398,0.4017,0,0.006827,2.016,1.876
339,0.447,0.25,0.9955,1045,0,84.91,78.8,9.91e-06,0.05025,0.9862,0.9956,0.0027,0.3759,0,0.006979,1.782,1.692
340,0.5088,0.3125,0.9911,1068,0.008929,84.91,64.34,9.91e-06,0.04976,0.9868,0.9967,0.002096,0.4406,0,0.006793,2.306,2.192
341,0.4519,0.2545,0.9933,1179,0,84.91,42.58,9.91e-06,0.05294,0.9831,0.995,0.003112,0.3698,0,0.006123,2.363,2.212
342,0.5677,0.3705,0.9955,894.3,0.004464,84.91,58.54,9.91e-06,0.06313,0.9823,0.9923,0.003152,0.4241,0,0.005987,2.526,2.347
343,0.5517,0.3571,0.9844,1374,0.004464,84.91,65.46,9.91e-06,0.0542,0.9894,0.9962,0.001501,0.4307,0,0.005864,1.881,1.77
344,0.603,0.4063,0.9911,1106,0,84.91,48.24,9.91e-06,0.05127,0.9903,0.9965,0.001064,0.4384,0,0.005927,1.971,1.865
345,0.4585,0.2679,0.971,1480,0.01786,84.93,89.87,9.91e-06,0.04522,0.9896,0.9974,0.001129,0.4357,0,0.007907,2.419,2.298
346,0.5217,0.3259,0.9866,1513,0,84.93,50.01,9.91e-06,0.04132,0.9898,0.9972,0.001203,0.4016,0,0.007677,2.208,2.11
347,0.505,0.3125,0.9844,1370,0.01339,84.93,69.35,9.91e-06,0.06582,0.983,0.992,0.00295,0.4513,0,0.007054,2.251,2.078
348,0.7664,0.567,1,771,0,84.93,23.3,9.91e-06,0.08459,0.9717,0.9867,0.006162,0.4338,0,0.005076,2.611,2.359
349,0.51,0.3125,0.9933,958.2,0.004464,84.93,57.51,9.91e-06,0.06694,0.9827,0.995,0.002784,0.414,0,0.005937,2.377,2.218
350,0.5347,0.3393,0.9821,1063,0.004464,84.93,66.01,9.91e-06,0.05249,0.9874,0.9973,0.002002,0.3622,0,0.00672,2.217,2.097
351,0.6063,0.4107,0.9866,1083,0.008929,84.93,51.4,9.91e-06,0.07658,0.9753,0.99,0.005348,0.4158,0,0.007141,2.498,2.286
