step,reward,acc,fmt,len,clipped,mem,step_time,lr,ppl_abs_diff,ess,is_weight,clipped_frac,r_std,zero_std,grad,tr_ppl,ro_ppl,ent,ent_thr,soft_ol,clip_region
148,0.6273,0.4286,0.9978,732.3,0,78.09,29.01,9.98e-06,0.05686,0.9838,0.9952,0.00282,0.428,0,0.003284,2.535,2.374,0.7849,1.283,-0.003924,0
149,0.5061,0.308,0.9933,927,0,78.09,34.49,9.98e-06,0.05668,0.9809,0.9952,0.00372,0.4028,0,0.004083,2.87,2.69,0.917,1.118,-0.003152,0
150,0.5021,0.308,0.9866,1159,0.01339,78.09,45.25,9.98e-06,0.06219,0.9861,0.9967,0.001996,0.4132,0,0.005742,2.709,2.537,0.8512,1.683,-0.01636,0
151,0.6584,0.4598,0.9933,785.2,0,78.09,39.05,9.98e-06,0.07374,0.985,0.9943,0.002207,0.4611,0,0.004305,2.236,2.073,0.6676,1.276,-0.0002114,0
152,0.5808,0.3839,0.9888,841.5,0.004464,78.09,53.57,9.98e-06,0.0451,0.9888,0.9972,0.001519,0.3834,0,0.004462,2.233,2.134,0.6569,0.882,-0.004464,0
153,0.5617,0.3661,0.9911,1061,0.008929,84.85,51.83,9.98e-06,0.04696,0.9881,0.9976,0.001559,0.4586,0,0.004891,2.412,2.299,0.738,0.9153,-0.01316,0
154,0.448,0.2545,0.9844,1198,0.01339,84.85,44.34,9.98e-06,0.05466,0.9837,0.9952,0.002568,0.4231,0,0.005373,2.945,2.788,0.8877,1.374,-0.01647,0
155,0.5571,0.3616,0.9866,902,0.008929,84.85,53.88,9.98e-06,0.04916,0.987,0.9963,0.0018,0.4496,0,0.005278,2.489,2.369,0.7573,1.336,-0.008929,0
156,0.6071,0.4107,0.9911,1103,0.008929,84.85,69,9.98e-06,0.04677,0.9895,0.9972,0.001027,0.4613,0,0.005703,2.457,2.342,0.748,1.078,-0.008929,0
157,0.6616,0.4643,0.9866,780.7,0,84.85,31.44,9.98e-06,0.04813,0.9901,0.9979,0.0009456,0.4716,0,0.004169,2.041,1.925,0.5915,0.9065,0,0
158,0.4658,0.2679,0.9955,986.5,0,84.85,71.57,9.98e-06,0.06327,0.9854,0.9952,0.00211,0.3692,0,0.00487,2.65,2.488,0.7476,0.7286,-0.005644,0
159,0.5425,0.3438,0.9978,771.9,0,84.85,64.98,9.98e-06,0.08092,0.9831,0.9949,0.002946,0.4139,0,0.003939,2.592,2.402,0.77,0.6043,-0.004201,0
160,0.6009,0.4018,0.9955,625.4,0,84.85,40.57,9.98e-06,0.06593,0.9864,0.9961,0.002197,0.4375,0,0.003342,2.459,2.302,0.6972,0.6025,0,0
161,0.539,0.3438,0.9911,924,0.008929,84.85,77.02,9.98e-06,0.06185,0.9863,0.9951,0.00223,0.4246,0,0.003712,2.179,2.047,0.6459,0.6239,-0.01493,0
162,0.6,0.4018,0.9955,984.9,0.004464,84.85,31.41,9.98e-06,0.06062,0.9787,0.9913,0.004227,0.4113,0,0.005235,2.63,2.449,0.8038,1.606,-0.004464,0
163,0.4714,0.2723,0.9955,882.1,0,84.85,26.98,9.98e-06,0.05485,0.9827,0.9943,0.002755,0.4146,0,0.004006,2.624,2.464,0.7929,1.477,-2.616e-05,0
164,0.4814,0.2857,0.9888,1109,0.004464,84.85,65.54,9.98e-06,0.04635,0.9883,0.9954,0.0016,0.4282,0,0.005739,2.357,2.243,0.7342,1.381,-0.01058,0
165,0.6487,0.4554,0.9799,916.8,0.01339,84.85,52.46,9.98e-06,0.07713,0.9731,0.9887,0.006602,0.4267,0,0.004736,2.693,2.449,0.8258,2.328,-0.01339,0
166,0.5598,0.3616,0.9955,1167,0.004464,84.85,48.02,9.98e-06,0.05564,0.9845,0.9943,0.002788,0.4291,0,0.00487,2.497,2.328,0.7345,1.093,-0.004464,0
167,0.5905,0.3929,0.9888,1039,0,84.85,68.68,9.98e-06,0.05039,0.9841,0.9949,0.002868,0.3697,0,0.005295,2.368,2.237,0.7152,1.934,-0.0008523,0
168,0.617,0.4196,0.9866,737.6,0,84.85,66.72,9.98e-06,0.07704,0.9765,0.9914,0.005195,0.4316,0,0.00394,2.617,2.392,0.7946,2.281,0,0
169,0.5696,0.3705,0.9978,896.8,0,84.85,52.13,9.98e-06,0.05311,0.9873,0.9961,0.002171,0.4397,0,0.004547,2.318,2.19,0.6388,2.121,-0.002389,0
170,0.4377,0.2455,0.9799,1007,0.01339,84.85,85.76,9.98e-06,0.06013,0.9834,0.9941,0.003216,0.4322,0,0.004447,2.13,2.005,0.6396,1.028,-0.01884,0
171,0.4929,0.2946,0.9911,848.5,0,84.85,43.96,9.98e-06,0.06347,0.9851,0.9941,0.002336,0.3828,0,0.003609,2.394,2.245,0.7206,1.916,0,0
172,0.5021,0.3125,0.971,1211,0.02232,84.85,89.71,9.98e-06,0.07185,0.9765,0.9905,0.005241,0.3931,0,0.004747,2.138,1.966,0.6297,0.5718,-0.02305,0
173,0.4583,0.2634,0.9911,1409,0.008929,84.85,59.45,9.98e-06,0.04906,0.9886,0.9955,0.00176,0.4122,0,0.005786,2.202,2.093,0.623,2.324,-0.01677,0
174,0.6525,0.4598,0.9799,1112,0.008929,84.85,55.29,9.98e-06,0.04935,0.9892,0.9972,0.001369,0.4096,0,0.006483,2.437,2.311,0.7521,1.133,-0.01655,0
175,0.4162,0.2232,0.9844,1296,0.008929,84.85,47.25,9.98e-06,0.05138,0.9884,0.9954,0.001497,0.4092,0,0.004986,2.307,2.18,0.6996,1.923,-0.01949,0
176,0.4787,0.2812,0.9888,814.1,0,84.85,31.73,9.98e-06,0.07502,0.9799,0.9922,0.003919,0.4257,0,0.003424,2.421,2.251,0.756,1.527,-0.001637,0
177,0.52,0.3304,0.9732,1359,0.02232,84.85,80.81,9.98e-06,0.04655,0.9873,0.9978,0.00194,0.4512,0,0.005998,2.218,2.109,0.6887,1.46,-0.02522,0
178,0.5822,0.3884,0.9866,1426,0.008929,84.85,53.27,9.98e-06,0.04551,0.9865,0.9953,0.002028,0.4648,0,0.00588,2.051,1.959,0.6293,1.341,-0.01733,0
179,0.4779,0.2857,0.9821,1492,0.01786,84.88,65.07,9.98e-06,0.0661,0.9874,0.9956,0.002177,0.4357,0,0.00521,2.059,1.901,0.5845,1.236,-0.02126,0
180,0.5212,0.3304,0.971,1301,0.01339,84.88,40.72,9.98e-06,0.0704,0.9832,0.9948,0.003181,0.4061,0,0.008745,2.293,2.139,0.7002,1.785,-0.01656,0
181,0.5788,0.3929,0.9688,1729,0.02679,84.88,80.81,9.98e-06,0.04317,0.9857,0.9964,0.002283,0.4185,0,0.005781,2.751,2.626,0.8622,1.635,-0.03915,0
182,0.4784,0.2857,0.9799,1152,0.01339,84.88,33.71,9.97e-06,0.06503,0.9853,0.9943,0.002189,0.446,0,0.005409,2.385,2.226,0.7325,1.679,-0.01648,0
183,0.6645,0.4732,0.9732,958.8,0.01339,84.88,41.88,9.97e-06,0.07962,0.979,0.9932,0.00381,0.4703,0,0.004796,2.63,2.406,0.8162,1.734,-0.01695,0
184,0.7264,0.5312,0.9888,1006,0.004464,84.96,49.23,9.97e-06,0.07159,0.9796,0.9918,0.003971,0.4356,0,0.005328,2.65,2.458,0.8263,1.325,-0.01323,0
185,0.6186,0.4196,0.9955,822.6,0,84.96,25.68,9.97e-06,0.07638,0.9755,0.9925,0.005342,0.4076,0,0.005287,2.689,2.477,0.8464,1.304,-0.000582,0
186,0.5782,0.3795,0.9955,857.1,0,84.96,28.57,9.97e-06,0.07775,0.9742,0.9897,0.005561,0.399,0,0.004576,2.765,2.543,0.8617,1.009,-0.001901,0
187,0.583,0.3839,0.9955,772.5,0,84.96,34.69,9.97e-06,0.06997,0.9777,0.9926,0.004624,0.4649,0,0.004492,2.579,2.386,0.8127,1.411,0,0
188,0.5074,0.3125,0.9888,1360,0.008929,84.96,47.83,9.97e-06,0.0472,0.9872,0.9954,0.001665,0.4314,0,0.006413,2.231,2.121,0.6727,2.08,-0.01458,0
189,0.6137,0.4196,0.9911,1448,0.004464,84.96,47.83,9.97e-06,0.0378,0.9878,0.9961,0.001473,0.46,0,0.006984,2.341,2.244,0.7048,1.38,-0.02088,0
190,0.6522,0.4598,0.9754,1406,0.01339,84.96,36.33,9.97e-06,0.03719,0.9892,0.9966,0.001351,0.41,0,0.008377,2.09,2.005,0.6152,0.4726,-0.01339,0
191,0.5299,0.3393,0.9799,1526,0.01786,84.96,69.91,9.97e-06,0.04202,0.9878,0.9967,0.001678,0.3774,0,0.006064,2.28,2.175,0.7131,1.446,-0.02691,0
192,0.5317,0.3348,0.9888,858.1,0.004464,84.96,28.16,9.97e-06,0.06621,0.9817,0.9933,0.003313,0.4144,0,0.005472,2.372,2.194,0.7307,1.245,-0.004464,0
193,0.6313,0.433,0.9955,967.2,0.004464,54.66,40.21,9.97e-06,0.06424,0.9786,0.9905,0.004713,0.443,0,0.004793,2.435,2.254,0.7338,1.18,-0.004464,0
194,0.7036,0.5045,0.9955,972.4,0,54.66,50.88,9.97e-06,0.06613,0.9784,0.9907,0.004777,0.4531,0,0.004975,2.454,2.257,0.7301,0.9922,0,0
195,0.538,0.3438,0.9866,1216,0.01339,54.66,58.97,9.97e-06,0.05298,0.9848,0.9953,0.002689,0.4231,0,0.005393,2.516,2.388,0.7586,1.99,-0.01557,0
196,0.6093,0.4152,0.9821,1118,0.008929,84.93,91.37,9.97e-06,0.06143,0.9841,0.9941,0.00267,0.4307,0,0.005871,2.535,2.383,0.7675,1.949,-0.01154,0
197,0.5486,0.3527,0.9888,1201,0.008929,84.93,48.99,9.97e-06,0.05646,0.9841,0.9937,0.00277,0.4294,0,0.02628,2.559,2.434,0.8025,2.383,-0.00902,0
198,0.5002,0.3036,0.9888,1235,0.004464,84.93,70.41,9.97e-06,0.04845,0.9879,0.9952,0.001811,0.411,0,0.004765,1.96,1.878,0.5717,2.016,-0.005733,0
199,0.5053,0.308,0.9933,1312,0.004464,84.93,61.76,9.97e-06,0.04918,0.9881,0.996,0.001466,0.3707,0,0.004989,2.346,2.24,0.6934,2.211,-0.007152,0
200,0.5777,0.3795,0.9955,1182,0.004464,84.93,55.56,9.97e-06,0.05193,0.9862,0.996,0.002152,0.3975,0,0.004993,2.344,2.23,0.706,1.925,-0.004464,0
201,0.6036,0.4152,0.9732,1219,0.02232,84.93,69.88,9.97e-06,0.05845,0.9826,0.9951,0.003537,0.4257,0,0.004581,2.122,1.989,0.636,1.382,-0.03128,0
202,0.565,0.3661,0.9978,881.3,0,84.93,41.74,9.97e-06,0.08004,0.9719,0.9893,0.006737,0.4498,0,0.004967,2.422,2.21,0.7378,0.8935,-0.003013,0
203,0.5878,0.3929,0.9888,1385,0.008929,84.93,69.46,9.97e-06,0.04885,0.9874,0.9961,0.001568,0.4164,0,0.006566,2.128,2.028,0.6279,1.5,-0.01423,0
204,0.7147,0.5223,0.9777,1253,0.01339,84.93,52.23,9.97e-06,0.05022,0.9878,0.9959,0.001697,0.3741,0,0.007425,2.029,1.93,0.6003,1.532,-0.01583,0
205,0.6607,0.4643,0.9821,966.6,0,84.93,64.96,9.97e-06,0.06076,0.9871,0.9954,0.001504,0.4779,0,0.004247,2.047,1.93,0.6194,1.33,-7.193e-05,0
206,0.5813,0.3839,0.9911,949,0.004464,84.93,31.68,9.97e-06,0.05989,0.984,0.9958,0.002419,0.4196,0,0.006071,2.429,2.283,0.7472,1.819,-0.004464,0
207,0.5536,0.3571,0.9911,915.3,0.008929,84.93,37.35,9.97e-06,0.06533,0.9833,0.9949,0.002922,0.411,0,0.006034,2.418,2.265,0.7439,1.261,-0.008929,0
208,0.5675,0.3795,0.9665,1221,0.02232,84.93,74,9.97e-06,0.05416,0.9871,0.9959,0.001831,0.416,0,0.007204,2.087,1.978,0.5993,1.232,-0.02635,0
209,0.5124,0.317,0.9844,1039,0.004464,84.93,49.94,9.97e-06,0.05891,0.9846,0.9946,0.002529,0.3842,0,0.007316,2.078,1.951,0.6174,1.227,-0.00742,0
210,0.7328,0.5357,0.9911,1148,0.004464,84.93,73.12,9.97e-06,0.04581,0.9893,0.9967,0.0009259,0.464,0,0.006282,2.292,2.182,0.6751,1.21,-0.005626,0
211,0.6908,0.4911,1,798.8,0,84.93,28.07,9.97e-06,0.05003,0.9889,0.997,0.001296,0.4047,0,0.00478,2.274,2.161,0.6218,0.8888,-0.001223,0
212,0.6842,0.4866,0.9933,883.7,0.004464,84.93,41.19,9.97e-06,0.06961,0.986,0.9945,0.002263,0.4242,0,0.003953,2.089,1.936,0.6092,0.9252,-0.005434,0
213,0.4641,0.2679,0.9955,1237,0.004464,84.93,65.65,9.97e-06,0.06375,0.9824,0.996,0.003523,0.368,0,0.006879,2.305,2.15,0.7016,1.28,-0.01424,0
214,0.641,0.4464,0.9844,1362,0.008929,84.93,61.53,9.97e-06,0.04059,0.9905,0.9973,0.001004,0.428,0,0.008439,2.103,2.016,0.6299,1.005,-0.01132,0
215,0.7522,0.5536,0.9955,976,0,84.93,57.18,9.97e-06,0.04309,0.9896,0.9977,0.0009357,0.4411,0,0.01292,2.065,1.976,0.6253,1.448,-0.002365,0
216,0.6756,0.4866,0.9732,1184,0.02679,84.93,54.46,9.96e-06,0.08065,0.9789,0.9919,0.005277,0.3849,0,0.00801,2.267,2.051,0.657,1.783,-0.02834,0
217,0.7235,0.5357,0.9777,1341,0.02232,84.93,67.88,9.96e-06,0.08079,0.9812,0.9896,0.003807,0.4354,0,0.005408,2.091,1.907,0.6026,1.878,-0.03888,0
218,0.5224,0.3259,0.9888,1104,0,84.93,78.69,9.96e-06,0.05675,0.9856,0.9956,0.00257,0.3766,0,0.01212,2.019,1.904,0.6001,0.8434,-0.006518,0
219,0.6188,0.4196,0.9955,793.6,0,84.93,74.06,9.96e-06,0.08771,0.9808,0.9922,0.003584,0.4185,0,0.005049,2.353,2.154,0.6784,0.617,0,0
220,0.5854,0.3884,0.9955,1062,0.004464,84.93,83.63,9.96e-06,0.06834,0.9866,0.995,0.001999,0.451,0,0.005602,2.141,1.994,0.6235,0.7671,-0.01073,0
221,0.6598,0.4598,1,624.5,0,84.93,44.85,9.96e-06,0.1067,0.9786,0.9901,0.004585,0.4786,0,0.00476,2.357,2.107,0.6776,0.473,0,0
222,0.7357,0.5402,0.9866,1169,0.004464,84.93,59.06,9.96e-06,0.06347,0.9772,0.9915,0.005088,0.406,0,0.006432,2.326,2.144,0.6888,2.327,-0.008791,0
223,0.6635,0.4643,1,1399,0,84.93,70.66,9.96e-06,0.03685,0.9905,0.9974,0.0007037,0.3836,0,0.005412,2,1.922,0.5972,1.142,-0.004057,0
224,0.6055,0.4062,0.9978,1335,0,84.93,56.58,9.96e-06,0.05608,0.9816,0.9934,0.003288,0.4188,0,0.005583,2.346,2.198,0.6941,1.925,-0.001393,0
225,0.6988,0.5,0.9978,890.5,0,84.93,42.79,9.96e-06,0.08181,0.9752,0.9912,0.00548,0.3907,0,0.00371,2.332,2.118,0.6906,1.818,-0.003656,0
226,0.6003,0.4107,0.9777,1561,0.01339,84.93,52.15,9.96e-06,0.05913,0.9788,0.9917,0.004426,0.4153,0,0.007089,2.629,2.462,0.8084,1.987,-0.02968,0
227,0.5665,0.3705,0.9978,1340,0,84.93,52.17,9.96e-06,0.05648,0.9807,0.9939,0.004029,0.3672,0,0.00751,2.469,2.311,0.7644,1.909,-0.01794,0
228,0.5398,0.3482,0.9799,1170,0.01786,84.93,43.43,9.96e-06,0.0686,0.9775,0.9889,0.004712,0.3819,0,0.004901,2.229,2.054,0.6768,1.908,-0.02182,0
229,0.5958,0.4062,0.9754,1390,0.01786,84.93,55.93,9.96e-06,0.06082,0.9791,0.9909,0.004481,0.4104,0,0.005718,2.108,1.955,0.6068,2.036,-0.02758,0
230,0.4279,0.2321,0.9844,1045,0,84.93,48.31,9.96e-06,0.04861,0.9864,0.9952,0.001912,0.3323,0,0.004894,2.209,2.102,0.6589,1.052,-0.005565,0
231,0.4771,0.2857,0.9799,1561,0.01786,84.93,84.32,9.96e-06,0.04335,0.9888,0.9958,0.001596,0.3871,0,0.008277,1.834,1.752,0.5239,1.307,-0.02293,0
232,0.4787,0.2812,0.9933,931.4,0.004464,84.93,63.64,9.96e-06,0.08659,0.9731,0.9903,0.006744,0.3684,0,0.005583,2.226,2.004,0.6525,1.502,-0.006186,0
233,0.4096,0.2098,1,1407,0,84.93,70.99,9.96e-06,0.0441,0.9869,0.9955,0.002245,0.3667,0,0.008014,1.835,1.752,0.51,1.207,-0.00116,0
234,0.4719,0.2723,1,1429,0,84.93,71.96,9.96e-06,0.04025,0.9884,0.9962,0.001787,0.4061,0,0.007355,1.934,1.857,0.5558,1.357,-0.001984,0
235,0.5,0.3125,0.9732,1875,0.02232,84.93,69,9.96e-06,0.05062,0.9821,0.9936,0.003516,0.4573,0,0.006706,2.235,2.103,0.6749,1.119,-0.03562,0
236,0.4766,0.2991,0.9464,1866,0.04464,84.93,75.37,9.96e-06,0.04081,0.9893,0.9972,0.001228,0.4185,0,0.007401,1.902,1.817,0.5238,1.479,-0.05916,0
237,0.5361,0.3482,0.9732,1570,0.02679,84.93,54.26,9.96e-06,0.0496,0.9887,0.9958,0.001341,0.422,0,0.006131,2.402,2.275,0.6796,0.9827,-0.03388,0
238,0.4788,0.2902,0.9732,1678,0.01786,84.93,61.27,9.96e-06,0.05252,0.9876,0.9969,0.001789,0.4112,0,0.006691,2.194,2.074,0.6555,1.897,-0.03028,0
239,0.523,0.3348,0.971,1740,0.01786,84.93,62.45,9.96e-06,0.03945,0.9901,0.9975,0.0009193,0.408,0,0.00788,2.039,1.954,0.5917,1.517,-0.02998,0
240,0.5754,0.3839,0.9754,1520,0.01786,84.93,67.69,9.96e-06,0.04725,0.9883,0.9963,0.001589,0.4428,0,0.00778,1.967,1.874,0.5717,0.5864,-0.01786,0
241,0.5447,0.3482,0.9933,1316,0.004464,84.93,26.96,9.96e-06,0.04934,0.9886,0.9969,0.001513,0.4513,0,0.006841,2.018,1.914,0.5771,1.546,-0.01077,0
242,0.5032,0.308,0.9888,1102,0.008929,84.93,50.7,9.96e-06,0.05707,0.9847,0.9952,0.003089,0.4389,0,0.006941,1.974,1.86,0.5756,1.264,-0.01277,0
243,0.5647,0.3661,1,1253,0,84.93,34.56,9.96e-06,0.05693,0.9807,0.9928,0.003379,0.4414,0,0.006486,2.182,2.033,0.6545,1.503,-0.00686,0
244,0.519,0.3304,0.9732,1509,0.02679,84.93,70.6,9.96e-06,0.0502,0.9863,0.9969,0.001819,0.4643,0,0.01466,2.246,2.118,0.6439,1.957,-0.03001,0
245,0.4777,0.2857,0.9821,1442,0.01339,84.93,56.34,9.95e-06,0.06133,0.9812,0.9939,0.003203,0.3452,0,0.007993,2.433,2.265,0.7535,1.44,-0.0223,0
246,0.5064,0.317,0.9732,1411,0.01786,84.93,96.97,9.95e-06,0.06549,0.9764,0.9923,0.004692,0.4017,0,0.007521,2.385,2.21,0.7497,1.992,-0.02608,0
247,0.6157,0.4196,0.9866,1217,0.004464,84.93,37.6,9.95e-06,0.05602,0.9852,0.9964,0.002044,0.4165,0,0.005089,2.244,2.118,0.6963,1.383,-0.006513,0
248,0.4723,0.2857,0.971,1623,0.02232,84.93,53.59,9.95e-06,0.04591,0.9866,0.9965,0.001827,0.4179,0,0.006833,2.344,2.228,0.6905,1.211,-0.03796,0
249,0.5112,0.317,0.9799,1090,0.008929,84.93,53.9,9.95e-06,0.07157,0.9766,0.992,0.004774,0.4214,0,0.006043,2.712,2.5,0.8362,1.514,-0.008929,0
250,0.4822,0.2902,0.9777,1433,0.008929,84.93,88.41,9.95e-06,0.05448,0.9854,0.996,0.002068,0.3802,0,0.007695,2.204,2.075,0.6715,1.359,-0.01737,0
251,0.6001,0.4063,0.9821,1407,0.008929,84.92,60.6,9.95e-06,0.04961,0.9882,0.9972,0.001409,0.4158,0,0.007281,2.017,1.924,0.5715,1.492,-0.01283,0
252,0.6971,0.5,0.9933,1148,0.004464,84.92,51.21,9.95e-06,0.05661,0.9868,0.9973,0.001613,0.3807,0,0.006321,2.258,2.133,0.6602,1.562,-0.007991,0
253,0.6366,0.442,0.9911,1353,0.008929,84.92,58.18,9.95e-06,0.05017,0.9844,0.9942,0.00298,0.4238,0,0.007045,1.873,1.76,0.5157,0.9221,-0.01766,0
254,0.542,0.3438,0.9933,1089,0,84.92,22.39,9.95e-06,0.05427,0.9826,0.9943,0.003198,0.4073,0,0.005346,2.25,2.104,0.6638,1.508,-0.002147,0
255,0.5879,0.3884,0.9978,990.6,0,84.92,33.88,9.95e-06,0.07029,0.9729,0.9909,0.006274,0.45,0,0.005884,2.781,2.548,0.8509,1.605,0,0
256,0.6246,0.4286,0.9911,1325,0.008929,84.92,74.04,9.95e-06,0.05596,0.9809,0.9934,0.003529,0.4132,0,0.007143,2.407,2.248,0.7237,1.548,-0.01098,0
257,0.6632,0.4688,0.9911,1457,0.008929,84.92,58.76,9.95e-06,0.052,0.9868,0.9954,0.001906,0.4164,0,0.01157,1.905,1.808,0.5531,1.591,-0.01871,0
258,0.6876,0.4911,0.9888,1214,0.004464,84.92,57.68,9.95e-06,0.05163,0.9873,0.996,0.001476,0.3951,0,0.004886,1.956,1.857,0.5622,1.36,-0.006138,0
259,0.6732,0.4777,0.9866,1303,0.004464,84.92,65.9,9.95e-06,0.04904,0.9862,0.9971,0.001875,0.4338,0,0.006668,2.27,2.155,0.6651,1.23,-0.009153,0
260,0.694,0.5,0.9866,1568,0.008929,84.92,71.54,9.95e-06,0.0543,0.9816,0.9944,0.0034,0.4498,0,0.00744,2.63,2.463,0.7961,1.776,-0.01637,0
261,0.642,0.4509,0.9799,1708,0.01339,84.92,71.46,9.95e-06,0.04234,0.9874,0.997,0.001819,0.4527,0,0.008831,1.929,1.848,0.5699,1.514,-0.02425,0
262,0.5822,0.3884,0.9911,1270,0.008929,84.92,40.19,9.95e-06,0.06781,0.9817,0.9928,0.002982,0.3917,0,0.007011,2.175,2.024,0.6361,1.803,-0.02223,0
263,0.5752,0.3839,0.9821,1322,0.01786,84.92,71.76,9.95e-06,0.07318,0.9789,0.9917,0.004136,0.4459,0,0.006837,2.252,2.083,0.6667,1.688,-0.02603,0
264,0.4924,0.2946,0.9978,1381,0,84.92,36.47,9.95e-06,0.05353,0.9842,0.9959,0.00253,0.4066,0,0.008488,2.539,2.385,0.7321,1.514,-0.009221,0
265,0.5308,0.3348,0.9844,1160,0.004464,84.92,29.01,9.95e-06,0.04957,0.9876,0.9974,0.001409,0.4259,0,0.005006,2.253,2.142,0.683,1.174,-0.004464,0
266,0.7077,0.5089,0.9955,1120,0,84.92,38.87,9.95e-06,0.04384,0.9883,0.9975,0.001153,0.4559,0,0.005971,2.224,2.119,0.6465,0.9495,-0.001905,0
267,0.6647,0.4732,0.9754,1261,0.01786,84.92,64.55,9.95e-06,0.07336,0.9729,0.9867,0.006144,0.4171,0,0.006406,2.566,2.317,0.7573,1.055,-0.01786,0
268,0.8098,0.6116,0.9955,999.4,0,84.92,55.99,9.95e-06,0.04996,0.9885,0.9969,0.00114,0.4456,0,0.00469,1.962,1.857,0.5522,1.191,-0.004817,0
269,0.5884,0.3973,0.9777,1500,0.008929,84.92,74.5,9.95e-06,0.0474,0.9831,0.9959,0.00307,0.4376,0,0.007232,2.07,1.956,0.6118,1.124,-0.02242,0
270,0.7531,0.5536,0.9978,1160,0,84.92,50,9.95e-06,0.04701,0.9881,0.9966,0.001383,0.4413,0,0.005723,1.882,1.787,0.5249,1.276,0,0
271,0.7076,0.5089,0.9955,969.4,0,84.92,47.82,9.94e-06,0.04976,0.9885,0.9966,0.001116,0.4629,0,0.004721,2.048,1.948,0.5713,0.9412,-0.002228,0
272,0.798,0.6027,0.9866,1065,0.008929,84.92,79.06,9.94e-06,0.04285,0.9898,0.9975,0.0007966,0.3961,0,0.007587,1.974,1.889,0.5694,1.286,-0.009914,0
273,0.6634,0.4643,1,1046,0,84.92,56.14,9.94e-06,0.05175,0.9846,0.9959,0.002635,0.4296,0,0.007266,1.99,1.881,0.5652,1.178,-0.004551,0
274,0.7339,0.5357,0.9955,949.4,0.004464,84.92,72.11,9.94e-06,0.06948,0.9797,0.9905,0.004377,0.4357,0,0.005461,1.978,1.835,0.5703,0.8165,-0.004464,0
275,0.6227,0.4241,0.9955,915.1,0,84.92,73.95,9.94e-06,0.07299,0.985,0.9944,0.002103,0.4417,0,0.005546,2.186,2.038,0.6118,0.5659,-0.002773,0
276,0.6499,0.4509,0.9955,853.4,0,84.92,51.53,9.94e-06,0.09009,0.9816,0.9932,0.003176,0.4533,0,0.005476,2.507,2.159,0.6513,0.6568,-0.0006452,0
277,0.5736,0.375,0.9933,921.9,0,84.92,70.82,9.94e-06,0.08203,0.9762,0.9919,0.005122,0.4196,0,0.005406,2.229,2.049,0.6695,0.5916,-0.0004796,0
278,0.6886,0.4911,0.9911,1123,0,84.92,77.2,9.94e-06,0.05624,0.9857,0.9963,0.001978,0.4025,0,0.00488,2.204,2.075,0.645,0.9199,-0.00332,0
279,0.7113,0.5134,0.9933,979,0,84.92,64.26,9.94e-06,0.05586,0.9856,0.9953,0.001959,0.4769,0,0.005249,2.047,1.927,0.5951,1.235,-0.003832,0
280,0.7548,0.558,0.9888,1233,0.004464,84.92,62.74,9.94e-06,0.05952,0.9781,0.9911,0.004308,0.3976,0,0.006554,2.312,2.136,0.6816,2.337,-0.00492,0
281,0.7212,0.5223,1,1175,0,84.92,48.13,9.94e-06,0.06714,0.9764,0.9922,0.004366,0.4183,0,0.005863,2.797,2.554,0.8494,1.702,-0.005389,0
282,0.7109,0.5134,0.9955,1063,0,84.92,55.48,9.94e-06,0.06423,0.9783,0.9927,0.004528,0.3827,0,0.005251,2.314,2.13,0.6722,2.061,-0.008111,0
283,0.6705,0.4732,0.9911,943,0.004464,84.92,42.75,9.94e-06,0.06949,0.9761,0.9914,0.005793,0.4463,0,0.008879,2.266,2.084,0.6669,1.227,-0.004464,0
284,0.6438,0.4464,0.9888,1195,0,84.92,84.27,9.94e-06,0.04435,0.9859,0.9967,0.001876,0.4197,0,0.006276,1.868,1.779,0.5243,1.091,-0.001905,0
285,0.4742,0.2768,0.9955,1141,0.004464,84.92,75.36,9.94e-06,0.05318,0.9876,0.9954,0.001918,0.3463,0,0.005551,1.706,1.616,0.4428,1.138,-0.008613,0
286,0.5489,0.3527,0.9933,1480,0.004464,84.92,83.99,9.94e-06,0.04505,0.9874,0.9949,0.002157,0.4067,0,0.008473,1.804,1.722,0.4785,1.336,-0.01218,0
287,0.4483,0.25,0.9933,1363,0,84.92,64.07,9.94e-06,0.03929,0.9887,0.9976,0.001737,0.3385,0,0.007235,1.883,1.806,0.5215,1.77,-0.001805,0
288,0.5551,0.3616,0.9866,1573,0.01339,84.92,66.3,9.94e-06,0.04356,0.9892,0.9969,0.001234,0.4212,0,0.007246,1.93,1.844,0.5451,1.327,-0.01932,0
289,0.5547,0.3571,0.9955,1432,0.004464,84.92,37.05,9.94e-06,0.04388,0.9865,0.9968,0.001883,0.4222,0,0.007411,2.229,2.127,0.6918,1.345,-0.007708,0
290,0.758,0.558,1,1029,0,84.92,26.95,9.94e-06,0.0525,0.9857,0.9954,0.002417,0.4282,0,0.004966,1.898,1.792,0.5355,0.6596,0,0
291,0.6484,0.4554,0.9866,1769,0.008929,84.92,54.04,9.94e-06,0.05111,0.9846,0.9946,0.00253,0.4484,0,0.007795,2.071,1.942,0.5884,1.293,-0.02163,0
292,0.7152,0.5179,0.9911,1199,0.004464,84.92,42.37,9.94e-06,0.07283,0.9797,0.9917,0.003898,0.4244,0,0.006164,2.309,2.134,0.6967,1.642,-0.004464,0
